Provider/Agency,Hosting Org,Street Address,City,State,Postal Code,"Location (Lat, Long)",Latitude,Longitude,NTA Code,NTA Name,Council Distrcit,Offer Wifi,Original Dataset,Add'l Info
Downtown Brooklyn,Unknown,9 Hanover Place (Gate),Brooklyn,New York,11201,"(40.6888250003, -73.9823019994)",40.688825,-73.982302,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,33,Free,NYC Wifi Hotspot Locations,Downtown Brooklyn WiFi
LinkNYC - Citybridge,Unknown,1725 BROADWAY,New York,New York,10019,"(40.7646719596, -73.9823626401)",40.76467196,-73.98236264,MN17,Midtown-Midtown South,3,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
NYPL,Unknown,503 WEST 145 STREET,New York,New York,10031,"(40.8256723738, -73.9480324189)",40.82567237,-73.94803242,MN04,Hamilton Heights,7,Free,NYC Wifi Hotspot Locations,NYPL
LinkNYC - Citybridge,Unknown,442 WILLIS AVENUE,Bronx,New York,10455,"(40.8135750296, -73.9194912204)",40.81357503,-73.91949122,BX39,Mott Haven-Port Morris,8,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
LinkNYC - Citybridge,Unknown,205 LEXINGTON AVENUE,New York,New York,10016,"(40.7450706, -73.9803740496)",40.7450706,-73.98037405,MN20,Murray Hill-Kips Bay,2,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
LinkNYC - Citybridge,Unknown,67 READE STREET,New York,New York,10007,"(40.7150274198, -74.0067720398)",40.71502742,-74.00677204,MN24,SoHo-TriBeCa-Civic Center-Little Italy,1,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
LinkNYC - Citybridge,Unknown,1803 FULTON STREET,Brooklyn,New York,11233,"(40.6792320002, -73.9270980001)",40.679232,-73.927098,BK61,Crown Heights North,36,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
SPECTRUM,Unknown,Parking lot and Tennis Courts,Queens,New York,11423,"(40.7301239996, -73.7738569997)",40.730124,-73.773857,QN99,park-cemetery-etc-Queens,23,Limited Free,NYC Wifi Hotspot Locations,GuestWiFi
Manhattan Down Alliance,Unknown,"2-8 Coenties Alley, New York, NY 10004, USA",New York,New York,10004,"(40.7041015999, -74.0105971997)",40.7041016,-74.0105972,MN25,Battery Park City-Lower Manhattan,1,Free,NYC Wifi Hotspot Locations,#DwtwnAllianceFreeWiFi
LinkNYC - Citybridge,Unknown,500 COLUMBUS AVENUE,New York,New York,10024,"(40.7853500997, -73.9731374106)",40.7853501,-73.97313741,MN12,Upper West Side,6,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
Harlem,Unknown,Pole 74 - 5avSWC132,New York,New York,10037,"(40.8107949997, -73.9389250001)",40.810795,-73.938925,MN03,Central Harlem North-Polo Grounds,9,Free,NYC Wifi Hotspot Locations,Harlem Wi-Fi
QPL,Unknown,193-20 HORACE HARDING EXPRESSWAY,Fresh Meadows,New York,11365,"(40.7415435746, -73.7822740472)",40.74154357,-73.78227405,QN41,Fresh Meadows-Utopia,23,Free,NYC Wifi Hotspot Locations,QBPL_WIRELESS
LinkNYC - Citybridge,Unknown,1026 2 AVENUE,New York,New York,10022,"(40.7574173897, -73.9665275198)",40.75741739,-73.96652752,MN19,Turtle Bay-East Midtown,5,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
LinkNYC - Citybridge,Unknown,190 2 AVENUE,New York,New York,10003,"(40.7308809997, -73.9858820004)",40.730881,-73.985882,MN22,East Village,2,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
Transit Wireless,Unknown,Flushing Av (G),Brooklyn,New York,11206,"(40.7003770003, -73.9502339996)",40.700377,-73.950234,BK75,Bedford,33,Free,NYC Wifi Hotspot Locations,TransitWirelessWiFi
ALTICEUSA,Unknown,BALCOM AV 1/P/E/O SAMPSON AV,Bronx,New York,10465,"(40.8180629998, -73.8238699994)",40.818063,-73.82387,BX52,Schuylerville-Throgs Neck-Edgewater Park,13,Limited Free,NYC Wifi Hotspot Locations,GuestWiFi
Downtown Brooklyn,Unknown,160 Livingston St. (Pole #2),Brooklyn,New York,11201,"(40.6893190003, -73.9871619999)",40.689319,-73.987162,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,33,Free,NYC Wifi Hotspot Locations,Downtown Brooklyn WiFi
SPECTRUM,Unknown,Computer Resource Rm,New York,New York,10033,"(40.8463830002, -73.9407060002)",40.846383,-73.940706,MN36,Washington Heights South,10,Limited Free,NYC Wifi Hotspot Locations,GuestWiFi
LinkNYC - Citybridge,Unknown,801 2 AVENUE,New York,New York,10017,"(40.7504575598, -73.9718933404)",40.75045756,-73.97189334,MN19,Turtle Bay-East Midtown,4,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
LinkNYC - Citybridge,Unknown,104-13 JAMAICA AVENUE,Queens,New York,11418,"(40.6952564004, -73.8428399501)",40.6952564,-73.84283995,QN54,Richmond Hill,32,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
Transit Wireless,Unknown,"14 St-Union Square (L,N,Q,R,4,5,6)",New York,New York,10003,"(40.7346730001, -73.989951)",40.734673,-73.989951,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,2,Free,NYC Wifi Hotspot Locations,TransitWirelessWiFi
LinkNYC - Citybridge,Unknown,794 PROSPECT PLACE,Brooklyn,New York,11216,"(40.6742659996, -73.9502339997)",40.674266,-73.950234,BK61,Crown Heights North,36,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
LinkNYC - Citybridge,Unknown,249 CHURCH STREET,New York,New York,10013,"(40.7177257502, -74.0056096895)",40.71772575,-74.00560969,MN24,SoHo-TriBeCa-Civic Center-Little Italy,1,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
SPECTRUM,Unknown,"1st Floor, South Multi-purpose Rm",New York,New York,10023,"(40.7714420004, -73.9881089996)",40.771442,-73.988109,MN14,Lincoln Square,6,Limited Free,NYC Wifi Hotspot Locations,GuestWiFi
LinkNYC - Citybridge,Unknown,2616 JEROME AVENUE,Bronx,New York,10468,"(40.8667651899, -73.8978027796)",40.86676519,-73.89780278,BX05,Bedford Park-Fordham North,14,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
Chelsea,Unknown,85 10TH Ave,New York,New York,10011,"(40.7431196183, -74.0083050731)",40.74311962,-74.00830507,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,3,Free,NYC Wifi Hotspot Locations,CICFreeWiFi
LinkNYC - Citybridge,Unknown,220 WEST 14 STREET,New York,New York,10011,"(40.7389966098, -74.0009460999)",40.73899661,-74.0009461,MN23,West Village,3,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
LinkNYC - Citybridge,Unknown,123A 7 AVENUE,New York,New York,10011,"(40.7406856598, -73.99799948)",40.74068566,-73.99799948,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,3,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
LinkNYC - Citybridge,Unknown,888 Pacific Street,Brooklyn,New York,11238,"(40.6802380502, -73.9645107198)",40.68023805,-73.96451072,BK64,Prospect Heights,35,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
SPECTRUM,Unknown,Track & Field,Brooklyn,New York,11222,"(40.7200789997, -73.9495109998)",40.720079,-73.949511,BK73,North Side-South Side,33,Limited Free,NYC Wifi Hotspot Locations,GuestWiFi
ALTICEUSA,Unknown,Crotona Park-C/O CROTONA PARK SOUTH  /CROTONA AV,Bronx,New York,10456,"(40.8346230004, -73.898171)",40.834623,-73.898171,BX35,Morrisania-Melrose,16,Limited Free,NYC Wifi Hotspot Locations,GuestWiFi
LinkNYC - Citybridge,Unknown,141 EAST 61 STREET,New York,New York,10065,"(40.7634190001, -73.9669949995)",40.763419,-73.966995,MN40,Upper East Side-Carnegie Hill,4,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
LinkNYC - Citybridge,Unknown,133 EAST 55 STREET,New York,New York,10022,"(40.7598074004, -73.9703691795)",40.7598074,-73.97036918,MN19,Turtle Bay-East Midtown,4,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
Transit Wireless,Unknown,23rd Street - 8th Avenue,New York,New York,10011,"(40.7459060003, -73.998041)",40.745906,-73.998041,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,3,Free,NYC Wifi Hotspot Locations,TransitWirelessWiFi
LinkNYC - Citybridge,Unknown,30-01 ASTORIA BOULEVARD,Queens,New York,11102,"(40.7703598897, -73.9188946797)",40.77035989,-73.91889468,QN71,Old Astoria,22,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
BPL,Unknown,280 CADMAN PLAZA WEST,Brooklyn,New York,11201,"(40.6956825552, -73.9913479881)",40.69568256,-73.99134799,BK09,Brooklyn Heights-Cobble Hill,33,Free,NYC Wifi Hotspot Locations,BPLUNWIRED
LinkNYC - Citybridge,Unknown,220 SMITH STREET,Brooklyn,New York,11201,"(40.6843037398, -73.9921844995)",40.68430374,-73.9921845,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,33,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
LinkNYC - Citybridge,Unknown,1456 ST NICHOLAS AVENUE,New York,New York,10033,"(40.8502484998, -73.9329264404)",40.8502485,-73.93292644,MN35,Washington Heights North,10,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
LinkNYC - Citybridge,Unknown,2199 BROADWAY,New York,New York,10024,"(40.7831213602, -73.98070878)",40.78312136,-73.98070878,MN12,Upper West Side,6,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
LinkNYC - Citybridge,Unknown,175 GRAND STREET,Brooklyn,New York,11211,"(40.7144977101, -73.9610954989)",40.71449771,-73.9610955,BK73,North Side-South Side,34,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
NYCHA,Unknown,120 N Portland Ave,Brooklyn,New York,11205,"(40.6945570003, -73.9753362003)",40.694557,-73.9753362,BK68,Fort Greene,35,Free,NYC Wifi Hotspot Locations,DowntownBrooklynWiFi_Fon
AT&T,Unknown,South side near Central Park Zoo,New York,New York,10065,"(40.7680000002, -73.9711999998)",40.768,-73.9712,MN99,park-cemetery-etc-Manhattan,6,Free,NYC Wifi Hotspot Locations,attwifi
SPECTRUM,Unknown,Stonehenge building main lobby,Staten Island,New York,10301,"(40.6182370002, -74.1072130004)",40.618237,-74.107213,SI07,Westerleigh,49,Limited Free,NYC Wifi Hotspot Locations,GuestWiFi
Harlem,Unknown,23 West 124th Street_HCZ,New York,New York,10027,"(40.8062969999, -73.9439119996)",40.806297,-73.943912,MN11,Central Harlem South,9,Free,NYC Wifi Hotspot Locations,Harlem Wi-Fi
LinkNYC - Citybridge,Unknown,2017 AMSTERDAM AVE,New York,New York,10032,"(40.8348151404, -73.9404773099)",40.83481514,-73.94047731,MN36,Washington Heights South,10,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
LinkNYC - Citybridge,Unknown,933 8 AVENUE,New York,New York,10019,"(40.76560072, -73.9838451898)",40.76560072,-73.98384519,MN15,Clinton,3,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
SPECTRUM,Unknown,Park Perimeter,Queens,New York,11434,"(40.6731799999, -73.7851700005)",40.67318,-73.78517,QN02,Springfield Gardens North,28,Limited Free,NYC Wifi Hotspot Locations,GuestWiFi
ALTICEUSA,Unknown,BA ON EAST SIDE OF BLDG,Bronx,New York,10461,"(40.8406570002, -73.8426680002)",40.840657,-73.842668,BX37,Van Nest-Morris Park-Westchester Square,13,Limited Free,NYC Wifi Hotspot Locations,GuestWiFi
LinkNYC - Citybridge,Unknown,2407 FREDERICK DOUGLASS BOULEVARD,New York,New York,10027,"(40.8126556596, -73.9494894399)",40.81265566,-73.94948944,MN03,Central Harlem North-Polo Grounds,9,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
LinkNYC - Citybridge,Unknown,498 WEST 53 STREET,New York,New York,10019,"(40.7664368997, -73.9902617698)",40.7664369,-73.99026177,MN15,Clinton,3,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
ALTICEUSA,Unknown,IN ROUND CIRCLE S/O CROPSEY AV,Brooklyn,New York,11214,"(40.5971760002, -74.0002820001)",40.597176,-74.000282,BK27,Bath Beach,43,Limited Free,NYC Wifi Hotspot Locations,GuestWiFi
ALTICEUSA,Unknown,(PICNIC AREA) INSIDE PARK WEST OF PLAYGROUND,Bronx,New York,10457,"(40.8371170003, -73.8933099997)",40.837117,-73.89331,BX99,park-cemetery-etc-Bronx,17,Limited Free,NYC Wifi Hotspot Locations,GuestWiFi
LinkNYC - Citybridge,Unknown,2477 BROADWAY,New York,New York,10025,"(40.7922549998, -73.973761)",40.792255,-73.973761,MN12,Upper West Side,6,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
LinkNYC - Citybridge,Unknown,1976 AMSTERDAM AVE,New York,New York,10032,"(40.8334469996, -73.9417399996)",40.833447,-73.94174,MN36,Washington Heights South,7,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
NYPL,Unknown,425 AVENUE OF AMERICAS,New York,New York,10011,"(40.7346055255, -73.9991692843)",40.73460553,-73.99916928,MN23,West Village,3,Free,NYC Wifi Hotspot Locations,NYPL
LinkNYC - Citybridge,Unknown,279 11 AVENUE,New York,New York,10001,"(40.7519691297, -74.0049121698)",40.75196913,-74.00491217,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,3,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
Transit Wireless,Unknown,"Winthrop St (2,5)",Brooklyn,New York,11225,"(40.6566519998, -73.9502000001)",40.656652,-73.9502,BK60,Prospect Lefferts Gardens-Wingate,40,Free,NYC Wifi Hotspot Locations,TransitWirelessWiFi
LinkNYC - Citybridge,Unknown,238 8 AVENUE,New York,New York,10011,"(40.74475, -73.9987360002)",40.74475,-73.998736,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,3,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
ALTICEUSA,Unknown,DOT POLE 2 POLES NORTH OF 158 ST ( WEST SIDE OF STREET),Bronx,New York,10451,"(40.8270699998, -73.9264609997)",40.82707,-73.926461,BX63,West Concourse,16,Limited Free,NYC Wifi Hotspot Locations,GuestWiFi
AT&T,Unknown,Queens Zoo in Flushing Meadows Corona Park,Queens,New York,11368,"(40.7431999997, -73.8443000002)",40.7432,-73.8443,QN99,park-cemetery-etc-Queens,21,Limited Free,NYC Wifi Hotspot Locations,attwifi
NYPL,Unknown,2521 GLEBE AVENUE,Bronx,New York,10461,"(40.8411050877, -73.8466216551)",40.84110509,-73.84662166,BX37,Van Nest-Morris Park-Westchester Square,13,Free,NYC Wifi Hotspot Locations,NYPL
SPECTRUM,Unknown,Juniper Blvd South East,Queens,New York,11379,"(40.7188120002, -73.8853599996)",40.718812,-73.88536,QN21,Middle Village,30,Limited Free,NYC Wifi Hotspot Locations,GuestWiFi
LinkNYC - Citybridge,Unknown,548 4th AVENUE,Brooklyn,New York,11215,"(40.666904, -73.9917889996)",40.666904,-73.991789,BK37,Park Slope-Gowanus,39,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
SPECTRUM,Unknown,Ball field on Union Turn Pike between 193rd and 194th St,Queens,New York,11366,"(40.7304230002, -73.7771289997)",40.730423,-73.777129,QN41,Fresh Meadows-Utopia,23,Limited Free,NYC Wifi Hotspot Locations,GuestWiFi
Downtown Brooklyn,Unknown,333 Adams St.,Brooklyn,New York,11201,"(40.6936359997, -73.9883469996)",40.693636,-73.988347,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,33,Free,NYC Wifi Hotspot Locations,Downtown Brooklyn WiFi
Harlem,Unknown,17 East 124th Street_NYCHA R,New York,New York,10035,"(40.8054290004, -73.9425370001)",40.805429,-73.942537,MN34,East Harlem North,9,Free,NYC Wifi Hotspot Locations,Harlem Wi-Fi
LinkNYC - Citybridge,Unknown,29-24 30 AVENUE,Queens,New York,11102,"(40.7674325818, -73.9226874793)",40.76743258,-73.92268748,QN71,Old Astoria,22,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
QPL,Unknown,25-55 FRANCIS LEWIS BOULEVARD,Flushing,New York,11358,"(40.7737521088, -73.796343186)",40.77375211,-73.79634319,QN47,Ft. Totten-Bay Terrace-Clearview,19,Free,NYC Wifi Hotspot Locations,QBPL_WIRELESS
LinkNYC - Citybridge,Unknown,468 BROOK AVENUE,Bronx,New York,10455,"(40.8128409098, -73.9160743496)",40.81284091,-73.91607435,BX39,Mott Haven-Port Morris,8,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
ALTICEUSA,Unknown,ORIENTAL BL 1/P/E/O OCEAN AV,Brooklyn,New York,11235,"(40.5762200004, -73.94552)",40.57622,-73.94552,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,48,Limited Free,NYC Wifi Hotspot Locations,GuestWiFi
LinkNYC - Citybridge,Unknown,83-20 ROOSEVELT AVENUE,Queens,New York,11373,"(40.747742377, -73.8822703105)",40.74774238,-73.88227031,QN29,Elmhurst,21,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
LinkNYC - Citybridge,Unknown,46 3Rd Ave,Brooklyn,New York,11217,"(40.6852183298, -73.9808665896)",40.68521833,-73.98086659,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,33,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
LinkNYC - Citybridge,Unknown,82-03 ROOSEVELT AVENUE,Queens,New York,11372,"(40.7477287797, -73.8836647505)",40.74772878,-73.88366475,QN28,Jackson Heights,21,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
NYPL,Unknown,1465 YORK AVENUE,New York,New York,10075,"(40.7706525435, -73.951341694)",40.77065254,-73.95134169,MN31,Lenox Hill-Roosevelt Island,5,Free,NYC Wifi Hotspot Locations,NYPL
Transit Wireless,Unknown,East 23 Street and Park Avenue,New York,New York,10010,"(40.7398639996, -73.9865989997)",40.739864,-73.986599,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,2,Free,NYC Wifi Hotspot Locations,TransitWirelessWiFi
SPECTRUM,Unknown,South Ball Field,New York,New York,10029,"(40.7933050002, -73.9367590004)",40.793305,-73.936759,MN34,East Harlem North,8,Limited Free,NYC Wifi Hotspot Locations,GuestWiFi
SPECTRUM,Unknown,Park Perimeter,Queens,New York,11355,"(40.7501399997, -73.8228399997)",40.75014,-73.82284,QN62,Queensboro Hill,20,Limited Free,NYC Wifi Hotspot Locations,GuestWiFi
LinkNYC - Citybridge,Unknown,1290 AMSTERDAM AVENUE,New York,New York,10027,"(40.8118450003, -73.9575170005)",40.811845,-73.957517,MN09,Morningside Heights,7,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
LinkNYC - Citybridge,Unknown,115 NORTH 6 STREET,Brooklyn,New York,11249,"(40.7181870001, -73.9596884103)",40.718187,-73.95968841,BK73,North Side-South Side,33,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
Harlem,Unknown,pole 56: MavNWC129,New York,New York,10035,"(40.8082969997, -73.9388899995)",40.808297,-73.93889,MN03,Central Harlem North-Polo Grounds,9,Free,NYC Wifi Hotspot Locations,Harlem Wi-Fi
LinkNYC - Citybridge,Unknown,79-14 QUEENS BOULEVARD,Queens,New York,11373,"(40.7377769999, -73.8839780002)",40.737777,-73.883978,QN50,Elmhurst-Maspeth,25,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
Transit Wireless,Unknown,Roosevelt Island (F),New York,New York,10044,"(40.7591450001, -73.9532599997)",40.759145,-73.95326,MN31,Lenox Hill-Roosevelt Island,5,Free,NYC Wifi Hotspot Locations,TransitWirelessWiFi
LinkNYC - Citybridge,Unknown,130 MADISON AVENUE,New York,New York,10016,"(40.7457559801, -73.9845287302)",40.74575598,-73.98452873,MN17,Midtown-Midtown South,4,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
QPL,Unknown,29-42 UNION STREET,Flushing,New York,11354,"(40.7711255247, -73.8269158096)",40.77112552,-73.82691581,QN22,Flushing,20,Free,NYC Wifi Hotspot Locations,QBPL_WIRELESS
SPECTRUM,Unknown,2nd Fl Aerobics Rm,Brooklyn,New York,11211,"(40.7150879997, -73.9605020001)",40.715088,-73.960502,BK73,North Side-South Side,34,Limited Free,NYC Wifi Hotspot Locations,GuestWiFi
LinkNYC - Citybridge,Unknown,325 EAST 14 STREET,New York,New York,10003,"(40.7319595701, -73.9838022902)",40.73195957,-73.98380229,MN21,Gramercy,2,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
LinkNYC - Citybridge,Unknown,163 EAST 42 STREET,New York,New York,10017,"(40.7511816398, -73.9751877801)",40.75118164,-73.97518778,MN19,Turtle Bay-East Midtown,4,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
SPECTRUM,Unknown,North area off Richmond Terr,Staten Island,New York,10310,"(40.645453, -74.1033979995)",40.645453,-74.103398,SI22,West New Brighton-New Brighton-St. George,49,Limited Free,NYC Wifi Hotspot Locations,GuestWiFi
Manhattan Down Alliance,Unknown,"55 Water Street, New York, NY 10041, USA",New York,New York,10041,"(40.7033004998, -74.0093002002)",40.7033005,-74.0093002,MN25,Battery Park City-Lower Manhattan,1,Free,NYC Wifi Hotspot Locations,#DwtwnAllianceFreeWiFi
LinkNYC - Citybridge,Unknown,130 WEST 68 STREET,New York,New York,10023,"(40.7749698819, -73.9810792139)",40.77496988,-73.98107921,MN14,Lincoln Square,6,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
QPL,Unknown,60-05 MAIN STREET,Flushing,New York,11355,"(40.7429309465, -73.8251699639)",40.74293095,-73.82516996,QN62,Queensboro Hill,20,Free,NYC Wifi Hotspot Locations,QBPL_WIRELESS
ALTICEUSA,Unknown,C/O E 180TH /DALY AV,Bronx,New York,10460,"(40.844468, -73.88169)",40.844468,-73.88169,BX17,East Tremont,17,Limited Free,NYC Wifi Hotspot Locations,GuestWiFi
LinkNYC - Citybridge,Unknown,1011 COLUMBUS AVE,New York,New York,10025,"(40.8014976504, -73.9610815306)",40.80149765,-73.96108153,MN09,Morningside Heights,7,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
LinkNYC - Citybridge,Unknown,31-14 BROADWAY,Queens,New York,11106,"(40.7616457802, -73.9248555498)",40.76164578,-73.92485555,QN70,Astoria,22,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
LinkNYC - Citybridge,Unknown,1131 3 AVENUE,New York,New York,10065,"(40.7659016497, -73.9631802505)",40.76590165,-73.96318025,MN31,Lenox Hill-Roosevelt Island,4,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
QPL,Unknown,79-50 BELL BOULEVARD,Bayside,New York,11364,"(40.7344862637, -73.7556816711)",40.73448626,-73.75568167,QN42,Oakland Gardens,23,Free,NYC Wifi Hotspot Locations,QBPL_WIRELESS
Transit Wireless,Unknown,157 St (1),New York,New York,10032,"(40.8340410001, -73.9448900002)",40.834041,-73.94489,MN36,Washington Heights South,7,Free,NYC Wifi Hotspot Locations,TransitWirelessWiFi
LinkNYC - Citybridge,Unknown,950 3 AVENUE,New York,New York,10022,"(40.7601348504, -73.9677744002)",40.76013485,-73.9677744,MN19,Turtle Bay-East Midtown,4,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
LinkNYC - Citybridge,Unknown,37-01 31 AVENUE,Queens,New York,11103,"(40.7620730003, -73.9185180002)",40.762073,-73.918518,QN70,Astoria,22,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
Transit Wireless,Unknown,1 Av (L),New York,New York,10009,"(40.7309530004, -73.9816279997)",40.730953,-73.981628,MN22,East Village,2,Free,NYC Wifi Hotspot Locations,TransitWirelessWiFi
ALTICEUSA,Unknown,SKATEING RINK PARTY ROOM,Brooklyn,New York,11215,"(40.6570010004, -73.9636970001)",40.657001,-73.963697,BK99,park-cemetery-etc-Brooklyn,39,Limited Free,NYC Wifi Hotspot Locations,GuestWiFi
LinkNYC - Citybridge,Unknown,43 NORTH 11 STREET,Brooklyn,New York,11249,"(40.7225042401, -73.9592022004)",40.72250424,-73.9592022,BK73,North Side-South Side,33,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
Downtown Brooklyn,Unknown,1 University Plaza (LIU),Brooklyn,New York,11201,"(40.6899670002, -73.9812139998)",40.689967,-73.981214,BK68,Fort Greene,35,Free,NYC Wifi Hotspot Locations,Downtown Brooklyn WiFi
LinkNYC - Citybridge,Unknown,82-37 KEW GARDENS ROAD,Queens,New York,11415,"(40.7110719996, -73.8281600001)",40.711072,-73.82816,QN60,Kew Gardens,29,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
